Date,State Senate District,Democrat Active,Republican Active,Libertarian Active,No Party Active,Other Active,Total Active,Democratic Inactive,Republican Inactive,Libertarian Inactive,No Party Inactive,Other Inactive,Total Inactive,Grand Total
June 2021,State Senator District 01,7275,21585,,9450,202,38512,1098,2153,,3124,75,6450,44962
June 2021,State Senator District 02,4317,24921,,6916,155,36309,795,2252,,2285,53,5385,41694
June 2021,State Senator District 03,8280,18351,,9637,244,36512,1534,2065,,3345,82,7026,43538
June 2021,State Senator District 04,8451,15909,,10690,175,35225,1257,1558,,3568,61,6444,41669
June 2021,State Senator District 05,8808,13921,,10335,235,33299,1705,1579,,3854,91,7229,40528
June 2021,State Senator District 06,8170,14793,,10577,182,33722,1535,1627,,3686,58,6906,40628
June 2021,State Senator District 07,9731,9098,,7058,238,26125,2727,1533,,3801,84,8145,34270
June 2021,State Senator District 08,9389,9802,,8417,410,28018,2725,2253,,4549,214,9741,37759
June 2021,State Senator District 09,7681,16616,,9413,211,33921,1258,1550,,2669,77,5554,39475
June 2021,State Senator District 10,11599,17836,,14913,349,44697,1223,1627,,3574,83,6507,51204
June 2021,State Senator District 11,8405,19399,,10352,240,38396,1158,1931,,3477,85,6651,45047
June 2021,State Senator District 12,6326,19669,,7723,260,33978,1234,2321,,3194,94,6843,40821
June 2021,State Senator District 13,12620,17174,,13002,333,43129,1441,1623,,2993,97,6154,49283
June 2021,State Senator District 14,8407,15189,,10206,230,34032,1386,1531,,2963,58,5938,39970
June 2021,State Senator District 15,14242,14818,,12986,353,42399,1735,1393,,3287,84,6499,48898
June 2021,State Senator District 16,14332,7066,,8088,370,29856,3064,1091,,3134,96,7385,37241
June 2021,State Senator District 17,16957,6479,,8677,373,32486,3644,1066,,3258,148,8116,40602
June 2021,State Senator District 18,16730,5622,,7628,347,30327,3375,1063,,2739,134,7311,37638
June 2021,State Senator District 19,17092,18652,,16006,512,52262,1738,1874,,2962,116,6690,58952
June 2021,State Senator District 20,17088,16094,,13390,422,46994,1697,1550,,2595,88,5930,52924
June 2021,State Senator District 21,19854,9637,,9148,367,39006,2821,1283,,2536,136,6776,45782
June 2021,State Senator District 22,18896,16908,,14948,456,51208,2052,1812,,3495,136,7495,58703
June 2021,State Senator District 23,15186,8103,,11206,441,34936,4102,2648,,5378,252,12380,47316
June 2021,State Senator District 24,10743,15254,,11396,280,37673,1337,1513,,3553,79,6482,44155
June 2021,State Senator District 25,9063,16639,,11285,300,37287,1153,1666,,3163,71,6053,43340
June 2021,State Senator District 26,9701,12631,,12856,197,35385,1424,1185,,3692,58,6359,41744
June 2021,State Senator District 27,9974,12635,,11936,211,34756,1474,1292,,3770,58,6594,41350
June 2021,State Senator District 28,10189,13927,,10834,178,35128,1504,1335,,2871,69,5779,40907
June 2021,State Senator District 29,13992,14531,,12665,196,41384,1399,1161,,3258,53,5871,47255
June 2021,State Senator District 30,13840,11921,,11421,287,37469,2041,1439,,3100,96,6676,44145
June 2021,State Senator District 31,13516,6537,,8502,276,28831,3199,969,,3453,104,7725,36556
June 2021,State Senator District 32,10215,12104,,13637,192,36148,1246,995,,3417,55,5713,41861
June 2021,State Senator District 33,16527,8961,,9978,426,35892,2761,1352,,3172,138,7423,43315
June 2021,State Senator District 34,15445,13605,,13686,392,43128,1715,1487,,2942,112,6256,49384
June 2021,State Senator District 35,16103,9128,,11971,454,37656,2522,1307,,3530,158,7517,45173
June 2021,State Senator District 36,10266,11369,,9771,229,31635,1664,1206,,3640,67,6577,38212
June 2021,State Senator District 37,17992,10443,,11832,324,40591,2352,1152,,2993,100,6597,47188
June 2021,State Senator District 38,9987,14295,,12993,250,37525,2124,1254,,3678,73,7129,44654
June 2021,State Senator District 39,14337,13478,,13137,322,41274,1757,1532,,3396,94,6779,48053
June 2021,State Senator District 40,7556,17631,,9705,256,35148,1375,1760,,3129,65,6329,41477
June 2021,State Senator District 41,11365,11589,,8313,211,31478,2168,1395,,3197,75,6835,38313
June 2021,State Senator District 42,10298,11683,,9594,210,31785,1989,1412,,4235,107,7743,39528
June 2021,State Senator District 43,22752,4785,,9251,321,37109,5677,2117,,5006,201,13001,50110
June 2021,State Senator District 44,11859,11067,,9916,235,33077,2443,1416,,3946,86,7891,40968
June 2021,State Senator District 45,12543,7023,,10399,349,30314,4078,1533,,6254,148,12013,42327
June 2021,State Senator District 46,10972,11898,,11970,304,35144,2453,1645,,4659,124,8881,44025
June 2021,State Senator District 47,14667,14084,,13998,325,43074,2780,2230,,5222,148,10380,53454
June 2021,State Senator District 48,10798,13920,,13306,224,38248,1261,1110,,2966,58,5395,43643
June 2021,State Senator District 49,11259,12196,,12596,255,36306,1934,1275,,4358,89,7656,43962
June 2021,State Senator District 50,16102,9657,,9500,348,35607,2825,1493,,3531,120,7969,43576
September 2021,State Senator District 01,7269,21756,,9680,212,38917,1059,2042,,3031,71,6203,45120
September 2021,State Senator District 02,4317,25000,,7080,158,36555,783,2159,,2221,51,5214,41769
September 2021,State Senator District 03,8283,18402,,9908,251,36844,1504,1997,,3281,80,6862,43706
September 2021,State Senator District 04,8424,15930,,11037,183,35574,1191,1473,,3406,59,6129,41703
September 2021,State Senator District 05,8766,13965,,10559,238,33528,1668,1518,,3765,92,7043,40571
September 2021,State Senator District 06,8188,14882,,10818,193,34081,1484,1572,,3563,57,6676,40757
September 2021,State Senator District 07,9703,9087,,7257,238,26285,2689,1515,,3765,82,8051,34336
September 2021,State Senator District 08,9428,9894,,8694,417,28433,2672,2196,,4492,212,9572,38005
September 2021,State Senator District 09,7669,16676,,9543,211,34099,1234,1486,,2604,78,5402,39501
September 2021,State Senator District 10,11630,17966,,15304,356,45256,1188,1567,,3481,81,6317,51573
September 2021,State Senator District 11,8405,19474,,10634,248,38761,1126,1871,,3385,84,6466,45227
September 2021,State Senator District 12,6352,19787,,7950,270,34359,1197,2237,,3117,94,6645,41004
September 2021,State Senator District 13,12623,17247,,13327,344,43541,1391,1564,,2933,97,5985,49526
September 2021,State Senator District 14,8371,15238,,10369,231,34209,1357,1502,,2909,56,5824,40033
September 2021,State Senator District 15,14216,14913,,13245,360,42734,1665,1333,,3195,81,6274,49008
September 2021,State Senator District 16,14277,7042,,8309,369,29997,2928,1036,,3021,93,7078,37075
September 2021,State Senator District 17,16907,6494,,8879,370,32650,3525,1020,,3190,148,7883,40533
September 2021,State Senator District 18,16684,5600,,7824,350,30458,3251,996,,2643,131,7021,37479
September 2021,State Senator District 19,17194,18763,,16389,526,52872,1663,1813,,2859,113,6448,59320
September 2021,State Senator District 20,17106,16128,,13698,432,47364,1625,1483,,2511,85,5704,53068
September 2021,State Senator District 21,19826,9631,,9419,369,39245,2696,1219,,2423,134,6472,45717
September 2021,State Senator District 22,18945,16979,,15473,465,51862,1985,1741,,3390,135,7251,59113
September 2021,State Senator District 23,15169,8106,,11336,438,35049,4060,2619,,5333,252,12264,47313
September 2021,State Senator District 24,10696,15272,,11659,286,37913,1300,1466,,3472,74,6312,44225
September 2021,State Senator District 25,9087,16762,,11566,299,37714,1090,1524,,3015,68,5697,43411
September 2021,State Senator District 26,9673,12646,,13091,195,35605,1376,1149,,3581,56,6162,41767
September 2021,State Senator District 27,9935,12659,,12167,214,34975,1440,1253,,3688,54,6435,41410
September 2021,State Senator District 28,10158,13948,,10994,186,35286,1468,1289,,2808,66,5631,40917
September 2021,State Senator District 29,13957,14595,,12950,201,41703,1357,1121,,3155,49,5682,47385
September 2021,State Senator District 30,13803,11885,,11633,288,37609,2004,1412,,3038,95,6549,44158
September 2021,State Senator District 31,13471,6538,,8677,277,28963,3144,951,,3412,102,7609,36572
September 2021,State Senator District 32,10167,12143,,13860,194,36364,1217,952,,3346,54,5569,41933
September 2021,State Senator District 33,16521,8959,,10187,422,36089,2712,1317,,3126,136,7291,43380
September 2021,State Senator District 34,15457,13651,,13986,402,43496,1672,1422,,2873,109,6076,49572
September 2021,State Senator District 35,16099,9148,,12217,455,37919,2473,1281,,3467,158,7379,45298
September 2021,State Senator District 36,10244,11404,,9926,233,31807,1634,1171,,3559,65,6429,38236
September 2021,State Senator District 37,18088,10440,,12220,328,41076,2301,1121,,2936,96,6454,47530
September 2021,State Senator District 38,9980,14358,,13345,258,37941,2088,1214,,3602,72,6976,44917
September 2021,State Senator District 39,14360,13562,,13476,327,41725,1707,1487,,3298,90,6582,48307
September 2021,State Senator District 40,7541,17708,,9950,259,35458,1348,1708,,3058,64,6178,41636
September 2021,State Senator District 41,11324,11654,,8467,215,31660,2118,1363,,3142,73,6696,38356
September 2021,State Senator District 42,10262,11729,,9772,218,31981,1942,1361,,4169,105,7577,39558
September 2021,State Senator District 43,22900,4821,,9553,332,37606,5618,2095,,4977,202,12892,50498
September 2021,State Senator District 44,11840,11092,,10137,239,33308,2379,1367,,3864,84,7694,41002
September 2021,State Senator District 45,12546,7058,,10680,349,30633,4018,1502,,6166,146,11832,42465
September 2021,State Senator District 46,10926,11946,,12249,317,35438,2409,1588,,4565,123,8685,44123
September 2021,State Senator District 47,14741,14115,,14471,329,43656,2724,2186,,5134,143,10187,53843
September 2021,State Senator District 48,10782,13969,,13525,229,38505,1235,1055,,2888,56,5234,43739
September 2021,State Senator District 49,11222,12239,,12882,265,36608,1890,1254,,4266,87,7497,44105
September 2021,State Senator District 50,16107,9671,,9726,353,35857,2768,1468,,3469,118,7823,43680
October 2021,State Senator District 01,7256,21756,,9684,212,38908,1059,2042,,3031,71,6203,45111
October 2021,State Senator District 02,4311,25004,,7082,158,36555,781,2154,,2222,51,5208,41763
October 2021,State Senator District 03,8282,18399,,9909,251,36841,1504,1995,,3280,80,6859,43700
October 2021,State Senator District 04,8414,15929,,11055,183,35581,1190,1470,,3405,59,6124,41705
October 2021,State Senator District 05,8761,13961,,10560,238,33520,1668,1517,,3764,92,7041,40561
October 2021,State Senator District 06,8181,14873,,10828,193,34075,1480,1569,,3560,57,6666,40741
October 2021,State Senator District 07,9705,9087,,7260,238,26290,2688,1514,,3764,82,8048,34338
October 2021,State Senator District 08,9428,9895,,8694,417,28434,2669,2196,,4492,212,9569,38003
October 2021,State Senator District 09,7657,16661,,9555,211,34084,1232,1482,,2602,78,5394,39478
October 2021,State Senator District 10,11625,17964,,15320,355,45264,1186,1565,,3479,81,6311,51575
October 2021,State Senator District 11,8398,19467,,10640,249,38754,1123,1869,,3383,84,6459,45213
October 2021,State Senator District 12,6347,19782,,7955,269,34353,1195,2234,,3113,94,6636,40989
October 2021,State Senator District 13,12625,17247,,13328,344,43544,1391,1564,,2931,97,5983,49527
October 2021,State Senator District 14,8367,15237,,10376,230,34210,1356,1502,,2908,56,5822,40032
October 2021,State Senator District 15,14207,14904,,13247,360,42718,1659,1329,,3191,81,6260,48978
October 2021,State Senator District 16,14272,7043,,8318,369,30002,2926,1036,,3021,93,7076,37078
October 2021,State Senator District 17,16905,6496,,8882,370,32653,3524,1020,,3188,148,7880,40533
October 2021,State Senator District 18,16685,5598,,7835,350,30468,3248,996,,2642,131,7017,37485
October 2021,State Senator District 19,17205,18763,,16403,527,52898,1662,1813,,2859,113,6447,59345
October 2021,State Senator District 20,17105,16123,,13708,432,47368,1624,1480,,2510,85,5699,53067
October 2021,State Senator District 21,19826,9631,,9426,369,39252,2693,1219,,2422,134,6468,45720
October 2021,State Senator District 22,18944,16978,,15491,465,51878,1984,1739,,3386,135,7244,59122
October 2021,State Senator District 23,15170,8103,,11340,438,35051,4057,2616,,5330,253,12256,47307
October 2021,State Senator District 24,10693,15282,,11660,286,37921,1298,1462,,3471,74,6305,44226
October 2021,State Senator District 25,9082,16769,,11572,299,37722,1088,1518,,3010,68,5684,43406
October 2021,State Senator District 26,9669,12642,,13092,195,35598,1376,1149,,3579,56,6160,41758
October 2021,State Senator District 27,9932,12651,,12179,214,34976,1439,1253,,3685,54,6431,41407
October 2021,State Senator District 28,10156,13946,,10997,187,35286,1467,1288,,2806,65,5626,40912
October 2021,State Senator District 29,13950,14593,,12954,202,41699,1357,1121,,3154,49,5681,47380
October 2021,State Senator District 30,13801,11882,,11636,288,37607,2004,1412,,3038,95,6549,44156
October 2021,State Senator District 31,13471,6534,,8684,277,28966,3137,951,,3411,102,7601,36567
October 2021,State Senator District 32,10164,12148,,13863,193,36368,1217,950,,3346,54,5567,41935
October 2021,State Senator District 33,16508,8955,,10191,422,36076,2710,1316,,3127,136,7289,43365
October 2021,State Senator District 34,15452,13647,,13991,402,43492,1672,1422,,2874,109,6077,49569
October 2021,State Senator District 35,16096,9148,,12219,455,37918,2470,1277,,3464,158,7369,45287
October 2021,State Senator District 36,10241,11401,,9925,233,31800,1631,1169,,3559,65,6424,38224
October 2021,State Senator District 37,18088,10441,,12221,328,41078,2300,1121,,2935,96,6452,47530
October 2021,State Senator District 38,9978,14354,,13347,258,37937,2088,1213,,3603,72,6976,44913
October 2021,State Senator District 39,14358,13558,,13479,327,41722,1706,1486,,3296,90,6578,48300
October 2021,State Senator District 40,7533,17693,,9959,259,35444,1346,1708,,3058,64,6176,41620
October 2021,State Senator District 41,11314,11649,,8467,215,31645,2114,1360,,3142,73,6689,38334
October 2021,State Senator District 42,10256,11725,,9777,218,31976,1937,1360,,4168,105,7570,39546
October 2021,State Senator District 43,22901,4821,,9564,332,37618,5620,2097,,4977,202,12896,50514
October 2021,State Senator District 44,11838,11093,,10138,239,33308,2379,1367,,3864,84,7694,41002
October 2021,State Senator District 45,12540,7059,,10682,349,30630,4015,1502,,6164,146,11827,42457
October 2021,State Senator District 46,10924,11943,,12250,317,35434,2409,1588,,4564,123,8684,44118
October 2021,State Senator District 47,14744,14112,,14474,328,43658,2721,2184,,5133,143,10181,53839
October 2021,State Senator District 48,10775,13966,,13528,228,38497,1233,1053,,2886,57,5229,43726
October 2021,State Senator District 49,11223,12236,,12886,265,36610,1890,1254,,4263,87,7494,44104
October 2021,State Senator District 50,16107,9671,,9728,354,35860,2766,1467,,3467,118,7818,43678
November 2021,State Senator District 01,7226,21880,,9904,226,39236,1043,2008,,2997,70,6118,45354
November 2021,State Senator District 02,4299,25055,,7182,163,36699,770,2114,,2199,50,5133,41832
November 2021,State Senator District 03,8302,18452,,10144,259,37157,1475,1967,,3231,77,6750,43907
November 2021,State Senator District 04,8378,15944,,11238,186,35746,1164,1449,,3361,58,6032,41778
November 2021,State Senator District 05,8726,14024,,10710,247,33707,1642,1491,,3715,89,6937,40644
November 2021,State Senator District 06,8148,14968,,11047,200,34363,1456,1535,,3464,57,6512,40875
November 2021,State Senator District 07,9692,9083,,7407,240,26422,2662,1495,,3731,79,7967,34389
November 2021,State Senator District 08,9447,9937,,8857,423,28664,2630,2168,,4454,209,9461,38125
November 2021,State Senator District 09,7625,16699,,9685,220,34229,1221,1456,,2576,77,5330,39559
November 2021,State Senator District 10,11650,18060,,15574,363,45647,1169,1534,,3442,77,6222,51869
November 2021,State Senator District 11,8376,19492,,10855,258,38981,1112,1850,,3347,82,6391,45372
November 2021,State Senator District 12,6324,19884,,8173,280,34661,1174,2169,,3061,93,6497,41158
November 2021,State Senator District 13,12613,17352,,13597,350,43912,1368,1544,,2908,97,5917,49829
November 2021,State Senator District 14,8312,15282,,10567,234,34395,1323,1476,,2867,55,5721,40116
November 2021,State Senator District 15,14201,15020,,13504,374,43099,1638,1293,,3150,77,6158,49257
November 2021,State Senator District 16,14252,7060,,8466,364,30142,2884,1021,,2981,92,6978,37120
November 2021,State Senator District 17,16870,6496,,9076,383,32825,3475,1001,,3142,145,7763,40588
November 2021,State Senator District 18,16673,5600,,7998,356,30627,3204,977,,2607,127,6915,37542
November 2021,State Senator District 19,17333,18993,,16841,538,53705,1628,1773,,2821,113,6335,60040
November 2021,State Senator District 20,17146,16220,,14059,430,47855,1600,1437,,2481,84,5602,53457
November 2021,State Senator District 21,19814,9634,,9656,370,39474,2656,1209,,2395,132,6392,45866
November 2021,State Senator District 22,18976,17006,,15822,469,52273,1959,1708,,3350,134,7151,59424
November 2021,State Senator District 23,15176,8113,,11492,447,35228,4043,2602,,5301,253,12199,47427
November 2021,State Senator District 24,10667,15292,,11870,293,38122,1269,1440,,3431,73,6213,44335
November 2021,State Senator District 25,9051,16806,,11753,307,37917,1065,1496,,2974,66,5601,43518
November 2021,State Senator District 26,9636,12670,,13218,197,35721,1360,1127,,3530,55,6072,41793
November 2021,State Senator District 27,9903,12673,,12344,214,35134,1412,1224,,3647,54,6337,41471
November 2021,State Senator District 28,10135,14015,,11142,191,35483,1447,1266,,2769,65,5547,41030
November 2021,State Senator District 29,13886,14649,,13146,206,41887,1335,1098,,3103,49,5585,47472
November 2021,State Senator District 30,13740,11898,,11862,298,37798,1973,1380,,3006,92,6451,44249
November 2021,State Senator District 31,13433,6516,,8884,273,29106,3090,931,,3375,99,7495,36601
November 2021,State Senator District 32,10129,12176,,14022,195,36522,1197,927,,3311,55,5490,42012
November 2021,State Senator District 33,16468,8945,,10349,437,36199,2661,1282,,3077,136,7156,43355
November 2021,State Senator District 34,15453,13689,,14212,411,43765,1654,1394,,2834,108,5990,49755
November 2021,State Senator District 35,16053,9148,,12424,459,38084,2449,1255,,3424,156,7284,45368
November 2021,State Senator District 36,10195,11395,,10049,229,31868,1608,1154,,3528,64,6354,38222
November 2021,State Senator District 37,18077,10458,,12454,341,41330,2280,1116,,2889,94,6379,47709
November 2021,State Senator District 38,10030,14387,,13561,261,38239,2071,1187,,3552,73,6883,45122
November 2021,State Senator District 39,14327,13619,,13705,328,41979,1681,1465,,3265,89,6500,48479
November 2021,State Senator District 40,7491,17809,,10203,267,35770,1332,1685,,3015,62,6094,41864
November 2021,State Senator District 41,11287,11758,,8687,219,31951,2083,1339,,3101,74,6597,38548
November 2021,State Senator District 42,10203,11769,,9975,226,32173,1906,1339,,4106,103,7454,39627
November 2021,State Senator District 43,22934,4810,,9744,333,37821,5595,2092,,4961,200,12848,50669
November 2021,State Senator District 44,11807,11113,,10305,252,33477,2351,1349,,3812,79,7591,41068
November 2021,State Senator District 45,12517,7055,,10842,358,30772,3993,1491,,6120,144,11748,42520
November 2021,State Senator District 46,10919,11978,,12437,325,35659,2381,1567,,4516,122,8586,44245
November 2021,State Senator District 47,14695,14160,,14770,338,43963,2707,2172,,5096,141,10116,54079
November 2021,State Senator District 48,10746,14036,,13697,232,38711,1205,1032,,2845,55,5137,43848
November 2021,State Senator District 49,11191,12255,,13101,271,36818,1865,1237,,4215,85,7402,44220
November 2021,State Senator District 50,16068,9718,,9955,365,36106,2719,1430,,3409,117,7675,43781
December 2021,State Senator District 01,7237,21978,,10010,228,39453,1032,1963,,2963,70,6028,45481
December 2021,State Senator District 02,4289,25123,,7256,166,36834,759,2086,,2182,50,5077,41911
December 2021,State Senator District 03,8302,18460,,10253,260,37275,1457,1949,,3206,78,6690,43965
December 2021,State Senator District 04,8358,15959,,11336,186,35839,1137,1422,,3310,57,5926,41765
December 2021,State Senator District 05,8698,14045,,10814,247,33804,1624,1472,,3689,89,6874,40678
December 2021,State Senator District 06,8143,15034,,11151,204,34532,1439,1500,,3395,54,6388,40920
December 2021,State Senator District 07,9681,9074,,7461,239,26455,2648,1479,,3716,79,7922,34377
December 2021,State Senator District 08,9442,9984,,8921,427,28774,2611,2144,,4431,206,9392,38166
December 2021,State Senator District 09,7629,16780,,9755,221,34385,1209,1433,,2550,75,5267,39652
December 2021,State Senator District 10,11659,18143,,15845,370,46017,1147,1502,,3354,75,6078,52095
December 2021,State Senator District 11,8364,19531,,11008,264,39167,1099,1811,,3294,80,6284,45451
December 2021,State Senator District 12,6333,19970,,8297,283,34883,1159,2119,,3012,92,6382,41265
December 2021,State Senator District 13,12588,17353,,13698,357,43996,1364,1526,,2886,97,5873,49869
December 2021,State Senator District 14,8288,15312,,10715,234,34549,1299,1436,,2823,54,5612,40161
December 2021,State Senator District 15,14201,15045,,13670,378,43294,1602,1259,,3088,77,6026,49320
December 2021,State Senator District 16,14230,7056,,8530,363,30179,2858,1013,,2964,92,6927,37106
December 2021,State Senator District 17,16882,6488,,9141,384,32895,3454,994,,3126,143,7717,40612
December 2021,State Senator District 18,16680,5579,,8053,360,30672,3171,973,,2588,124,6856,37528
December 2021,State Senator District 19,17332,19051,,17027,540,53950,1609,1732,,2785,114,6240,60190
December 2021,State Senator District 20,17148,16255,,14237,430,48070,1578,1408,,2450,83,5519,53589
December 2021,State Senator District 21,19796,9627,,9763,370,39556,2632,1194,,2378,132,6336,45892
December 2021,State Senator District 22,18980,17056,,16116,475,52627,1940,1685,,3309,134,7068,59695
December 2021,State Senator District 23,15193,8135,,11599,454,35381,4018,2574,,5267,249,12108,47489
December 2021,State Senator District 24,10645,15346,,12017,292,38300,1246,1409,,3363,72,6090,44390
December 2021,State Senator District 25,9037,16833,,11887,316,38073,1049,1466,,2921,67,5503,43576
December 2021,State Senator District 26,9619,12667,,13317,198,35801,1346,1116,,3498,55,6015,41816
December 2021,State Senator District 27,9907,12725,,12440,214,35286,1392,1198,,3616,54,6260,41546
December 2021,State Senator District 28,10145,14059,,11263,192,35659,1428,1250,,2740,62,5480,41139
December 2021,State Senator District 29,13876,14697,,13271,207,42051,1314,1082,,3066,49,5511,47562
December 2021,State Senator District 30,13730,11915,,11998,300,37943,1953,1357,,2957,92,6359,44302
December 2021,State Senator District 31,13478,6518,,9042,277,29315,3011,912,,3312,96,7331,36646
December 2021,State Senator District 32,10119,12170,,14148,199,36636,1178,905,,3274,53,5410,42046
December 2021,State Senator District 33,16502,8936,,10444,440,36322,2626,1265,,3035,134,7060,43382
December 2021,State Senator District 34,15429,13729,,14349,414,43921,1629,1374,,2791,107,5901,49822
December 2021,State Senator District 35,16040,9166,,12513,463,38182,2419,1235,,3397,153,7204,45386
December 2021,State Senator District 36,10217,11439,,10228,233,32117,1589,1137,,3477,63,6266,38383
December 2021,State Senator District 37,18077,10488,,12619,344,41528,2259,1107,,2856,93,6315,47843
December 2021,State Senator District 38,10055,14389,,13681,263,38388,2052,1170,,3523,71,6816,45204
December 2021,State Senator District 39,14364,13662,,13857,331,42214,1656,1442,,3235,89,6422,48636
December 2021,State Senator District 40,7481,17837,,10322,270,35910,1325,1672,,2992,62,6051,41961
December 2021,State Senator District 41,11267,11782,,8785,223,32057,2069,1322,,3079,74,6544,38601
December 2021,State Senator District 42,10193,11783,,10056,229,32261,1892,1340,,4080,103,7415,39676
December 2021,State Senator District 43,22978,4802,,9848,337,37965,5578,2087,,4942,200,12807,50772
December 2021,State Senator District 44,11794,11155,,10424,258,33631,2317,1326,,3785,79,7507,41138
December 2021,State Senator District 45,12507,7055,,10905,362,30829,3977,1486,,6101,144,11708,42537
December 2021,State Senator District 46,10925,12006,,12549,322,35802,2354,1539,,4462,122,8477,44279
December 2021,State Senator District 47,14705,14191,,14922,343,44161,2694,2157,,5068,138,10057,54218
December 2021,State Senator District 48,10729,14057,,13857,236,38879,1186,1007,,2770,53,5016,43895
December 2021,State Senator District 49,11166,12272,,13204,273,36915,1839,1221,,4166,83,7309,44224
December 2021,State Senator District 50,16038,9724,,10036,366,36164,2699,1412,,3387,115,7613,43777
January 2022,State Senator District 01,7231,21995,,10040,230,39496,1025,1946,,2955,70,5996,45492
January 2022,State Senator District 02,4283,25135,,7291,167,36876,756,2079,,2177,50,5062,41938
January 2022,State Senator District 03,8293,18476,,10320,260,37349,1452,1940,,3188,78,6658,44007
January 2022,State Senator District 04,8345,15965,,11389,187,35886,1134,1417,,3297,57,5905,41791
January 2022,State Senator District 05,8686,14053,,10877,245,33861,1615,1452,,3657,90,6814,40675
January 2022,State Senator District 06,8130,15073,,11209,206,34618,1437,1498,,3373,53,6361,40979
January 2022,State Senator District 07,9674,9076,,7527,241,26518,2636,1471,,3704,79,7890,34408
January 2022,State Senator District 08,9448,9984,,8982,434,28848,2590,2139,,4417,206,9352,38200
January 2022,State Senator District 09,7623,16783,,9803,218,34427,1200,1417,,2525,75,5217,39644
January 2022,State Senator District 10,11672,18156,,15965,367,46160,1131,1491,,3325,73,6020,52180
January 2022,State Senator District 11,8351,19539,,11076,265,39231,1094,1802,,3282,79,6257,45488
January 2022,State Senator District 12,6329,19991,,8331,283,34934,1151,2112,,3000,92,6355,41289
January 2022,State Senator District 13,12623,17417,,13830,362,44232,1337,1506,,2827,96,5766,49998
January 2022,State Senator District 14,8269,15351,,10756,234,34610,1291,1416,,2791,54,5552,40162
January 2022,State Senator District 15,14186,15078,,13724,376,43364,1595,1251,,3073,76,5995,49359
January 2022,State Senator District 16,14199,7047,,8609,358,30213,2840,1007,,2947,90,6884,37097
January 2022,State Senator District 17,16871,6485,,9209,384,32949,3443,993,,3105,143,7684,40633
January 2022,State Senator District 18,16661,5582,,8090,359,30692,3151,967,,2579,123,6820,37512
January 2022,State Senator District 19,17318,19069,,17150,543,54080,1602,1722,,2772,115,6211,60291
January 2022,State Senator District 20,17138,16258,,14325,426,48147,1575,1401,,2439,84,5499,53646
January 2022,State Senator District 21,19771,9609,,9846,373,39599,2618,1187,,2364,131,6300,45899
January 2022,State Senator District 22,18975,17059,,16243,477,52754,1936,1683,,3285,133,7037,59791
January 2022,State Senator District 23,15194,8126,,11644,459,35423,4019,2563,,5267,248,12097,47520
January 2022,State Senator District 24,10624,15352,,12089,294,38359,1236,1390,,3354,71,6051,44410
January 2022,State Senator District 25,9020,16867,,11987,321,38195,1038,1438,,2892,66,5434,43629
January 2022,State Senator District 26,9600,12669,,13373,198,35840,1333,1108,,3466,55,5962,41802
January 2022,State Senator District 27,9902,12721,,12464,214,35301,1388,1197,,3612,54,6251,41552
January 2022,State Senator District 28,10138,14069,,11300,195,35702,1419,1225,,2715,62,5421,41123
January 2022,State Senator District 29,13844,14722,,13363,205,42134,1303,1076,,3051,48,5478,47612
January 2022,State Senator District 30,13718,11918,,12063,300,37999,1945,1342,,2941,91,6319,44318
January 2022,State Senator District 31,13446,6516,,9100,274,29336,2982,909,,3297,97,7285,36621
January 2022,State Senator District 32,10111,12161,,14192,199,36663,1164,901,,3249,52,5366,42029
January 2022,State Senator District 33,16488,8948,,10516,440,36392,2611,1255,,3014,134,7014,43406
January 2022,State Senator District 34,15417,13722,,14422,415,43976,1621,1370,,2780,107,5878,49854
January 2022,State Senator District 35,16023,9162,,12585,467,38237,2405,1224,,3385,153,7167,45404
January 2022,State Senator District 36,10201,11420,,10267,235,32123,1587,1134,,3466,63,6250,38373
January 2022,State Senator District 37,18057,10486,,12712,344,41599,2251,1105,,2845,93,6294,47893
January 2022,State Senator District 38,10058,14385,,13791,265,38499,2024,1153,,3463,70,6710,45209
January 2022,State Senator District 39,14357,13696,,13933,336,42322,1643,1428,,3214,89,6374,48696
January 2022,State Senator District 40,7469,17828,,10383,271,35951,1310,1654,,2974,62,6000,41951
January 2022,State Senator District 41,11267,11780,,8854,223,32124,2042,1310,,3056,73,6481,38605
January 2022,State Senator District 42,10173,11796,,10140,232,32341,1874,1327,,4055,103,7359,39700
January 2022,State Senator District 43,22941,4795,,9912,339,37987,5567,2087,,4938,198,12790,50777
January 2022,State Senator District 44,11782,11170,,10478,258,33688,2300,1311,,3758,77,7446,41134
January 2022,State Senator District 45,12494,7036,,10970,366,30866,3966,1480,,6089,143,11678,42544
January 2022,State Senator District 46,10921,11996,,12594,326,35837,2348,1532,,4449,122,8451,44288
January 2022,State Senator District 47,14698,14179,,15036,348,44261,2691,2147,,5051,137,10026,54287
January 2022,State Senator District 48,10717,14049,,13921,238,38925,1182,1008,,2753,53,4996,43921
January 2022,State Senator District 49,11131,12265,,13255,272,36923,1836,1217,,4151,82,7286,44209
January 2022,State Senator District 50,16012,9707,,10100,367,36186,2694,1408,,3384,115,7601,43787
June 2022,State Senator District 01,9513,9338,,7793,240,26884,2767,1622,,3894,89,8372,35256
June 2022,State Senator District 02,4175,26049,,7150,163,37537,794,2338,,2043,53,5228,42765
